1	[ACCOLATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CEFOTAN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CENTOXIN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CEREBRA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CLINORIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CLOZARIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL COLACE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL COVERA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL COZAAR
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CYCLOPHOSPHAMIDE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CYTOTEC
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL CYTOVENE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL DESERIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL DESYREL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL DIABETA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL DIFLUCAN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL DIOVAL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL DIOVAN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ELAVIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ELDEPRYL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL FENTANYL@CITRATE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL FLUDARA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL GEMZAR
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL HUMULIN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL HYPERGEL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL HYZAAR
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL IMDUR
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL IMOVAX
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL KEFZOL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL LIBRIUM
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL LOMOTIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL LOMOVIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL LOXITANE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL LUDIOMIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL MEGACE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL MICATIN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL MORPHINE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL NEPHROX
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL NORFLEX
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL NOROXIN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PAXIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PITOCIN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PLENDIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PLETAL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PRINIVIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PROFEN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL PROVERA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL REVIA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL REZULIN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ROXICET
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL SERENTIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL SEROQUEL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL SOMA
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ULTANE
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL URISED
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL UROCIT@K
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL VANCERIL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL VERSED
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL VEXOL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL VIAGRA
	* 34	0.187500	1.000000	0.004535	0.009029	TRAMADOL VOLTAREN
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL VOSOL
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ZINECARD
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ZOLOFT
	  34	0.187500	1.000000	0.004535	0.009029	TRAMADOL ZYPREXA
587	[VOLTAREN] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.562500	0.000000	0.000000	0.000000	VOLTAREN VISTARIL
	  1	0.562500	0.000000	0.000000	0.000000	VOLTAREN VOLMAX
	  2	0.555556	0.000000	0.000000	0.000000	VOLTAREN VALSARTAN
	  3	0.444444	0.000000	0.000000	0.000000	VOLTAREN CORTANE@B
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN ALTACE
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN CATAPRES
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN CORTANE
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN DOBUTREX
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN LOSARTAN
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN LOXITANE
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN NEOCARE
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN ULTANE
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN VENTOLIN
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN VERELAN
	  4	0.437500	0.000000	0.000000	0.000000	VOLTAREN VIRACEPT
	  5	0.388889	0.000000	0.000000	0.000000	VOLTAREN SORIATANE
	  5	0.388889	0.000000	0.000000	0.000000	VOLTAREN VANCENASE
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN ACCOLATE
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN AGGRENOX
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN ALDARA
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN AREDIA
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN ATARAX
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN BREVITAL
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN CARDENE
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN CELEBREX
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN CLOZARIL
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN COLACE
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN CORGARD
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN FLUDARA
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN LIORESAL
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN LONITEN
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN LORTAB
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN NASAREL
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN OCUPRESS
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN RELAFEN
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN TAXOTERE
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN TEGRETOL
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN TOBRADEX
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN TOBREX
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN TORECAN
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VANCERIL
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VANTIN
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VERSED
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VIAGRA
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VIRAMUNE
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VIRILON
	  6	0.375000	0.000000	0.000000	0.000000	VOLTAREN VOSOL
	  7	0.363636	0.000000	0.000000	0.000000	VOLTAREN TOLBUTAMIDE
	  8	0.350000	0.000000	0.000000	0.000000	VOLTAREN AMIODARONE
	  8	0.350000	0.000000	0.000000	0.000000	VOLTAREN CYTARABINE
	  8	0.350000	0.000000	0.000000	0.000000	VOLTAREN DOBUTAMINE
	  8	0.350000	0.000000	0.000000	0.000000	VOLTAREN LOVASTATIN
	  8	0.350000	0.000000	0.000000	0.000000	VOLTAREN PACLITAXEL
	  8	0.350000	0.000000	0.000000	0.000000	VOLTAREN TOLAZAMIDE
	  9	0.333333	0.000000	0.000000	0.000000	VOLTAREN CYTOSAR@U
	  9	0.333333	0.000000	0.000000	0.000000	VOLTAREN LITHOSTAT
	  9	0.333333	0.000000	0.000000	0.000000	VOLTAREN LORAZEPAM
	  10	0.318182	0.000000	0.000000	0.000000	VOLTAREN FLUDARABINE
	  10	0.318182	0.000000	0.000000	0.000000	VOLTAREN VINBLASTINE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ACCUTANE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN AKARPINE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ALKERAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ALUPENT
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN AMBIEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN AMEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ARTANE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ATACAND
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ATROVENT
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN BETAGAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN BETAPACE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN BUPRENEX
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN CARDIEM
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN CARDIZEM
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN CEFOTAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN CORTEF
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN COUMADIN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN COZAAR
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN CYTOSAR
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN CYTOVENE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN DARVON
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN DOPAMINE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN E@VISTA
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ELMIRON
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN EVISTA
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN HEPARIN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN KOGENATE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LAMICEL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LAMICTAL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LEUKERAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LEVODOPA
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LEVOXINE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LOTENSIN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LOTRIMIN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LOTRONEX
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN LOVENOX
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN MYLERAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN NAPRELAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN NARCAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN NEOCATE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN NEOSAR
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN NEUPOGEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN NORCURON
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN OCUFEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN OMNIPEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN OSMITROL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PARLODEL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PLETAL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PRECARE
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PREMARIN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PREVEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PROFEN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN PROSCAR
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN RENAGEL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN RENO@60
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN SARAFEM
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN SERENTIL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN TENORMIN
	* 11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ULTRAM
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN VEPESID
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN VEXOL
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN VICODIN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ZOFRAN
	  11	0.312500	0.500000	0.008130	0.016000	VOLTAREN ZONALON
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN CARDENE@SR
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN CEFOTAXIME
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN CLARITIN@D
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN CLONAZEPAM
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN FLURAZEPAM
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN FOLIC@ACID
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN KOGENATE@2
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN LEUCOVORIN
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN MEDROL@ADT
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN METOLAZONE
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN OPRELVEKIN
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN ORTHO@CEPT
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN PROCTOCORT
	  12	0.300000	0.500000	0.007299	0.014388	VOLTAREN VECURONIUM
	  13	0.291667	0.500000	0.007194	0.014184	VOLTAREN ORTHO@CYCLEN
	  13	0.291667	0.500000	0.007194	0.014184	VOLTAREN ZOLMITRIPTAN
	  14	0.285714	0.500000	0.007143	0.014085	VOLTAREN PROCTOCREAM@HC
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN ADENOSINE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN ATTENUVAX
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN CARTEOLOL
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN CEFAZOLIN
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN ESTRADERM
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN ESTRATEST
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN ETOMIDATE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN FLUMADINE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN LOTRISONE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN MELPHALAN
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN MICRONASE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN NEURONTIN
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN NORPRAMIN
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN OXYCONTIN
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN PEDIAPRED
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN PITRESSIN
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN PROFEN@II
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN PROFEN@LA
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN PROVENTIL
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN SEROPHENE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN SYMMETREL
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN TEMAZEPAM
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN TORSEMIDE
	  15	0.277778	0.500000	0.006098	0.012048	VOLTAREN VERAPAMIL
	  16	0.272727	0.500000	0.005882	0.011628	VOLTAREN BETAPACE@AF
	  16	0.272727	0.500000	0.005882	0.011628	VOLTAREN CLORAZEPATE
	  16	0.272727	0.500000	0.005882	0.011628	VOLTAREN LEVOBUNOLOL
	  16	0.272727	0.500000	0.005882	0.011628	VOLTAREN NORFLOXACIN
	  16	0.272727	0.500000	0.005882	0.011628	VOLTAREN SOLU@MEDROL
	  16	0.272727	0.500000	0.005882	0.011628	VOLTAREN VINCRISTINE
	  17	0.269231	0.500000	0.005848	0.011561	VOLTAREN LEVOCABASTINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ACIPHEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ACULAR
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ADDERALL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ALLEGRA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ALORA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ALPRAZOLAM
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN AMANTADINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN AMARYL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN AMERGE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN AMRINONE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ANTACID
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN APRESOLINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ATROPINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN AVAPRO
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN BETOPTIC
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CAFERGOT
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CARAFATE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CARDURA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CARVEDILOL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CATAFLAM
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CEREBRA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CEREBYX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CITRUCEL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CLINORIL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CLOMIPHENE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CODEINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN COGNEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN COVERA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CYPROHEPTADINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CYTOGAM
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CYTOTEC
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN CYTOXAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DESYREL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DIABETA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DIAZEPAM
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DIFLUCAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DIOVAL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DIOVAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DITROPAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DOLOBID
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN DOXEPIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ELDEPRYL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN EREX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ERYTHROCIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ESMOLOL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ESTRATAB
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ETIDRONATE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ETRETINATE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN FIORICET
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN FIORINAL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN FLOMAX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN FOLINIC@ACID
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN FOSAMAX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN GLUCOPHAGE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN GLUTOFAC
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN GRANULEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN HALOTESTIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN IDARUBICIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN IMOVAX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LANOXIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LENTE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LEVOXYL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LIBRAX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LIBRIUM
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LOMOTIL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LORABID
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LURIDE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN LUVOX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN METHOTREXATE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN MIRAPEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN MITOXANTRONE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN MONOKET
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN MONOPRIL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN MORPHINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN MUROCEL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NAPROSYN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NATRU@VENT
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NAVANE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NEORAL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NEVIRAPINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NICODERM
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NIFEREX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NIZORAL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NORFLEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NOROXIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN NORVASC
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ORUVAIL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN OS@CAL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN OXYBUTYNIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PARAPLATIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PAROXETINE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PERCOCET
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PERCODAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PERMETHRIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PINDOLOL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PLATINOL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PLENDIL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PRECOSE
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PREMPRO
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PREPIDIL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PREVACID
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PREVEON
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PRILOSEC
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PROBENECID
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PROCARDIA@XL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PROGRAF
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PROTONIX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PROVERA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PROZAC
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN PYRETHRINS
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REGLAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REGRANEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REMEGEL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REMERON
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN RETROVIR
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REVEX
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REVIA
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN REZULIN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ROXANOL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN ROXICET
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN RYNATAN
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN SALBUTAMOL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN SALMETEROL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN SEROQUEL
	  18	0.250000	0.500000	0.003175	0.006309	VOLTAREN STADOL
